ts_name,type,dt,n,freq_multiple
M12365,M,0.001,282,3.5460992907801416
M12366,M,0.001,282,3.5460992907801416
M12367,M,0.001,78,12.820512820512821
M12368,M,0.001,78,12.820512820512821
M12369,M,0.001,282,3.5460992907801416
M12370,M,0.001,282,3.5460992907801416
M12371,M,0.001,306,3.2679738562091503
M12372,M,0.001,306,3.2679738562091503
M12373,M,0.001,306,3.2679738562091503
M12374,M,0.001,306,3.2679738562091503
M12375,M,0.001,306,3.2679738562091503
M12376,M,0.001,306,3.2679738562091503
M12377,M,0.001,306,3.2679738562091503
M12378,M,0.001,306,3.2679738562091503
M12379,M,0.001,306,3.2679738562091503
M12380,M,0.001,306,3.2679738562091503
M12381,M,0.001,102,9.80392156862745
M12382,M,0.001,306,3.2679738562091503
M12383,M,0.001,306,3.2679738562091503
M12384,M,0.001,306,3.2679738562091503
M12385,M,0.001,306,3.2679738562091503
M12386,M,0.001,306,3.2679738562091503
M12387,M,0.001,306,3.2679738562091503
M12388,M,0.001,306,3.2679738562091503
M12389,M,0.001,306,3.2679738562091503
M12390,M,0.001,306,3.2679738562091503
M12391,M,0.001,306,3.2679738562091503
M12392,M,0.001,306,3.2679738562091503
M12393,M,0.001,306,3.2679738562091503
M12394,M,0.001,306,3.2679738562091503
M12395,M,0.001,306,3.2679738562091503
M12396,M,0.001,306,3.2679738562091503
M12397,M,0.001,102,9.80392156862745
M12398,M,0.001,102,9.80392156862745
M12399,M,0.001,306,3.2679738562091503
M12400,M,0.001,126,7.936507936507937
M12401,M,0.001,306,3.2679738562091503
M12402,M,0.001,306,3.2679738562091503
M12403,M,0.001,306,3.2679738562091503
M12404,M,0.001,306,3.2679738562091503
M12405,M,0.001,306,3.2679738562091503
M12406,M,0.001,306,3.2679738562091503
M12407,M,0.001,306,3.2679738562091503
M12408,M,0.001,306,3.2679738562091503
M12409,M,0.001,306,3.2679738562091503
M12410,M,0.001,306,3.2679738562091503
M12411,M,0.001,306,3.2679738562091503
M12412,M,0.001,102,9.80392156862745
M12413,M,0.001,306,3.2679738562091503
M12414,M,0.001,138,7.246376811594202
M12415,M,0.001,138,7.246376811594202
M12416,M,0.001,306,3.2679738562091503
M12417,M,0.001,125,8.0
M12418,M,0.001,125,8.0
M12419,M,0.001,306,3.2679738562091503
M12420,M,0.001,306,3.2679738562091503
M12421,M,0.001,126,7.936507936507937
M12422,M,0.001,150,6.666666666666667
M12423,M,0.001,306,3.2679738562091503
M12424,M,0.001,306,3.2679738562091503
M12425,M,0.001,306,3.2679738562091503
M12426,M,0.001,306,3.2679738562091503
M12427,M,0.001,306,3.2679738562091503
M12428,M,0.001,306,3.2679738562091503
M12429,M,0.001,306,3.2679738562091503
M12430,M,0.001,306,3.2679738562091503
M12431,M,0.001,150,6.666666666666667
M12432,M,0.001,306,3.2679738562091503
M12433,M,0.001,306,3.2679738562091503
M12434,M,0.001,306,3.2679738562091503
M12435,M,0.001,306,3.2679738562091503
M12436,M,0.001,306,3.2679738562091503
M12437,M,0.001,102,9.80392156862745
M12438,M,0.001,102,9.80392156862745
M12439,M,0.001,306,3.2679738562091503
M12440,M,0.001,306,3.2679738562091503
M12441,M,0.001,306,3.2679738562091503
M12442,M,0.001,306,3.2679738562091503
M12443,M,0.001,306,3.2679738562091503
M12444,M,0.001,306,3.2679738562091503
M12445,M,0.001,306,3.2679738562091503
M12446,M,0.001,306,3.2679738562091503
M12447,M,0.001,306,3.2679738562091503
M12448,M,0.001,306,3.2679738562091503
M12449,M,0.001,306,3.2679738562091503
M12450,M,0.001,306,3.2679738562091503
M12451,M,0.001,306,3.2679738562091503
M12452,M,0.001,306,3.2679738562091503
M12453,M,0.001,306,3.2679738562091503
M12454,M,0.001,306,3.2679738562091503
M12455,M,0.001,306,3.2679738562091503
M12456,M,0.001,306,3.2679738562091503
M12457,M,0.001,102,9.80392156862745
M12458,M,0.001,306,3.2679738562091503
M12459,M,0.001,306,3.2679738562091503
M12460,M,0.001,306,3.2679738562091503
M12461,M,0.001,306,3.2679738562091503
M12462,M,0.001,306,3.2679738562091503
M12463,M,0.001,306,3.2679738562091503
M12464,M,0.001,306,3.2679738562091503
M12465,M,0.001,306,3.2679738562091503
M12466,M,0.001,306,3.2679738562091503
M12467,M,0.001,306,3.2679738562091503
M12468,M,0.001,306,3.2679738562091503
M12469,M,0.001,306,3.2679738562091503
M12470,M,0.001,306,3.2679738562091503
M12471,M,0.001,306,3.2679738562091503
M12472,M,0.001,306,3.2679738562091503
M12473,M,0.001,306,3.2679738562091503
M12474,M,0.001,306,3.2679738562091503
M12475,M,0.001,306,3.2679738562091503
M12476,M,0.001,306,3.2679738562091503
M12477,M,0.001,306,3.2679738562091503
M12478,M,0.001,102,9.80392156862745
M12479,M,0.001,102,9.80392156862745
M12480,M,0.001,306,3.2679738562091503
M12481,M,0.001,306,3.2679738562091503
M12482,M,0.001,306,3.2679738562091503
M12483,M,0.001,306,3.2679738562091503
M12484,M,0.001,306,3.2679738562091503
M12485,M,0.001,306,3.2679738562091503
M12486,M,0.001,306,3.2679738562091503
M12487,M,0.001,306,3.2679738562091503
M12488,M,0.001,306,3.2679738562091503
M12489,M,0.001,306,3.2679738562091503
M12490,M,0.001,306,3.2679738562091503
M12491,M,0.001,306,3.2679738562091503
M12492,M,0.001,306,3.2679738562091503
M12493,M,0.001,306,3.2679738562091503
M12494,M,0.001,306,3.2679738562091503
M12495,M,0.001,306,3.2679738562091503
M12496,M,0.001,102,9.80392156862745
M12497,M,0.001,102,9.80392156862745
M12498,M,0.001,306,3.2679738562091503
M12499,M,0.001,306,3.2679738562091503
M12500,M,0.001,306,3.2679738562091503
M12501,M,0.001,306,3.2679738562091503
M12502,M,0.001,306,3.2679738562091503
M12503,M,0.001,306,3.2679738562091503
M12504,M,0.001,306,3.2679738562091503
M12505,M,0.001,306,3.2679738562091503
M12506,M,0.001,306,3.2679738562091503
M12507,M,0.001,306,3.2679738562091503
M12508,M,0.001,306,3.2679738562091503
M12509,M,0.001,306,3.2679738562091503
M12510,M,0.001,306,3.2679738562091503
M12511,M,0.001,306,3.2679738562091503
M12512,M,0.001,306,3.2679738562091503
M12513,M,0.001,306,3.2679738562091503
M12514,M,0.001,306,3.2679738562091503
M12515,M,0.001,306,3.2679738562091503
M12516,M,0.001,102,9.80392156862745
M12517,M,0.001,102,9.80392156862745
M12518,M,0.001,102,9.80392156862745
M12519,M,0.001,306,3.2679738562091503
M12520,M,0.001,102,9.80392156862745
M12521,M,0.001,102,9.80392156862745
M12522,M,0.001,102,9.80392156862745
M12523,M,0.001,102,9.80392156862745
M12524,M,0.001,306,3.2679738562091503
M12525,M,0.001,306,3.2679738562091503
M12526,M,0.001,306,3.2679738562091503
M12527,M,0.001,306,3.2679738562091503
M12528,M,0.001,306,3.2679738562091503
M12529,M,0.001,306,3.2679738562091503
M12530,M,0.001,306,3.2679738562091503
M12531,M,0.001,306,3.2679738562091503
M12532,M,0.001,306,3.2679738562091503
M12533,M,0.001,306,3.2679738562091503
M12534,M,0.001,306,3.2679738562091503
M12535,M,0.001,306,3.2679738562091503
M12536,M,0.001,102,9.80392156862745
M12537,M,0.001,102,9.80392156862745
M12538,M,0.001,102,9.80392156862745
M12539,M,0.001,306,3.2679738562091503
M12540,M,0.001,306,3.2679738562091503
M12541,M,0.001,306,3.2679738562091503
M12542,M,0.001,306,3.2679738562091503
M12543,M,0.001,306,3.2679738562091503
M12544,M,0.001,306,3.2679738562091503
M12545,M,0.001,138,7.246376811594202
M12546,M,0.001,306,3.2679738562091503
M12547,M,0.001,306,3.2679738562091503
M12548,M,0.001,306,3.2679738562091503
M12549,M,0.001,306,3.2679738562091503
M12550,M,0.001,306,3.2679738562091503
M12551,M,0.001,306,3.2679738562091503
M12552,M,0.001,306,3.2679738562091503
M12553,M,0.001,102,9.80392156862745
M12554,M,0.001,102,9.80392156862745
M12555,M,0.001,306,3.2679738562091503
M12556,M,0.001,306,3.2679738562091503
M12557,M,0.001,306,3.2679738562091503
M12558,M,0.001,306,3.2679738562091503
M12559,M,0.001,306,3.2679738562091503
M12560,M,0.001,306,3.2679738562091503
M12561,M,0.001,306,3.2679738562091503
M12562,M,0.001,138,7.246376811594202
M12563,M,0.001,306,3.2679738562091503
M12564,M,0.001,306,3.2679738562091503
M12565,M,0.001,102,9.80392156862745
M12566,M,0.001,306,3.2679738562091503
M12567,M,0.001,306,3.2679738562091503
M12568,M,0.001,306,3.2679738562091503
M12569,M,0.001,306,3.2679738562091503
M12570,M,0.001,306,3.2679738562091503
M12571,M,0.001,306,3.2679738562091503
M12572,M,0.001,306,3.2679738562091503
M12573,M,0.001,306,3.2679738562091503
M12574,M,0.001,306,3.2679738562091503
M12575,M,0.001,306,3.2679738562091503
M12576,M,0.001,306,3.2679738562091503
M12577,M,0.001,282,3.5460992907801416
M12578,M,0.001,78,12.820512820512821
M12579,M,0.001,78,12.820512820512821
M12580,M,0.001,282,3.5460992907801416
M12581,M,0.001,306,3.2679738562091503
M12582,M,0.001,306,3.2679738562091503
M12583,M,0.001,306,3.2679738562091503
M12584,M,0.001,306,3.2679738562091503
M12585,M,0.001,306,3.2679738562091503
M12586,M,0.001,306,3.2679738562091503
M12587,M,0.001,306,3.2679738562091503
M12588,M,0.001,78,12.820512820512821
M12589,M,0.001,78,12.820512820512821
M12590,M,0.001,306,3.2679738562091503
M12591,M,0.001,306,3.2679738562091503
M12592,M,0.001,306,3.2679738562091503
M12593,M,0.001,306,3.2679738562091503
M12594,M,0.001,306,3.2679738562091503
M12595,M,0.001,306,3.2679738562091503
M12596,M,0.001,102,9.80392156862745
M12597,M,0.001,306,3.2679738562091503
M12598,M,0.001,306,3.2679738562091503
M12599,M,0.001,306,3.2679738562091503
M12600,M,0.001,306,3.2679738562091503
M12601,M,0.001,102,9.80392156862745
M12602,M,0.001,102,9.80392156862745
M12603,M,0.001,102,9.80392156862745
M12604,M,0.001,306,3.2679738562091503
M12605,M,0.001,306,3.2679738562091503
M12606,M,0.001,306,3.2679738562091503
M12607,M,0.001,306,3.2679738562091503
M12608,M,0.001,306,3.2679738562091503
M12609,M,0.001,306,3.2679738562091503
M12610,M,0.001,306,3.2679738562091503
M12611,M,0.001,306,3.2679738562091503
M12612,M,0.001,306,3.2679738562091503
M12613,M,0.001,306,3.2679738562091503
M12614,M,0.001,306,3.2679738562091503
M12615,M,0.001,306,3.2679738562091503
M12616,M,0.001,306,3.2679738562091503
M12617,M,0.001,306,3.2679738562091503
M12618,M,0.001,306,3.2679738562091503
M12619,M,0.001,306,3.2679738562091503
M12620,M,0.001,306,3.2679738562091503
M12621,M,0.001,306,3.2679738562091503
M12622,M,0.001,306,3.2679738562091503
M12623,M,0.001,306,3.2679738562091503
M12624,M,0.001,306,3.2679738562091503
M12625,M,0.001,102,9.80392156862745
M12626,M,0.001,102,9.80392156862745
M12627,M,0.001,102,9.80392156862745
M12628,M,0.001,306,3.2679738562091503
M12629,M,0.001,306,3.2679738562091503
M12630,M,0.001,306,3.2679738562091503
M12631,M,0.001,306,3.2679738562091503
M12632,M,0.001,306,3.2679738562091503
M12633,M,0.001,306,3.2679738562091503
M12634,M,0.001,306,3.2679738562091503
M12635,M,0.001,306,3.2679738562091503
M12636,M,0.001,306,3.2679738562091503
M12637,M,0.001,306,3.2679738562091503
M12638,M,0.001,306,3.2679738562091503
M12639,M,0.001,306,3.2679738562091503
M12640,M,0.001,306,3.2679738562091503
M12641,M,0.001,306,3.2679738562091503
M12642,M,0.001,306,3.2679738562091503
M12643,M,0.001,306,3.2679738562091503
M12644,M,0.001,306,3.2679738562091503
M12645,M,0.001,306,3.2679738562091503
M12646,M,0.001,306,3.2679738562091503
M12647,M,0.001,306,3.2679738562091503
M12648,M,0.001,306,3.2679738562091503
M12649,M,0.001,306,3.2679738562091503
M12650,M,0.001,306,3.2679738562091503
M12651,M,0.001,306,3.2679738562091503
M12652,M,0.001,306,3.2679738562091503
M12653,M,0.001,306,3.2679738562091503
M12654,M,0.001,306,3.2679738562091503
M12655,M,0.001,306,3.2679738562091503
M12656,M,0.001,102,9.80392156862745
M12657,M,0.001,306,3.2679738562091503
M12658,M,0.001,306,3.2679738562091503
M12659,M,0.001,306,3.2679738562091503
M12660,M,0.001,306,3.2679738562091503
M12661,M,0.001,306,3.2679738562091503
M12662,M,0.001,306,3.2679738562091503
M12663,M,0.001,306,3.2679738562091503
M12664,M,0.001,306,3.2679738562091503
M12665,M,0.001,306,3.2679738562091503
M12666,M,0.001,306,3.2679738562091503
M12667,M,0.001,306,3.2679738562091503
M12668,M,0.001,306,3.2679738562091503
M12669,M,0.001,306,3.2679738562091503
M12670,M,0.001,306,3.2679738562091503
M12671,M,0.001,102,9.80392156862745
M12672,M,0.001,102,9.80392156862745
M12673,M,0.001,306,3.2679738562091503
M12674,M,0.001,126,7.936507936507937
M12675,M,0.001,306,3.2679738562091503
M12676,M,0.001,306,3.2679738562091503
M12677,M,0.001,306,3.2679738562091503
M12678,M,0.001,150,6.666666666666667
M12679,M,0.001,306,3.2679738562091503
M12680,M,0.001,306,3.2679738562091503
M12681,M,0.001,306,3.2679738562091503
M12682,M,0.001,306,3.2679738562091503
M12683,M,0.001,306,3.2679738562091503
M12684,M,0.001,306,3.2679738562091503
M12685,M,0.001,306,3.2679738562091503
M12686,M,0.001,306,3.2679738562091503
M12687,M,0.001,306,3.2679738562091503
M12688,M,0.001,306,3.2679738562091503
M12689,M,0.001,306,3.2679738562091503
M12690,M,0.001,306,3.2679738562091503
M12691,M,0.001,306,3.2679738562091503
M12692,M,0.001,306,3.2679738562091503
M12693,M,0.001,306,3.2679738562091503
M12694,M,0.001,306,3.2679738562091503
M12695,M,0.001,306,3.2679738562091503
M12696,M,0.001,306,3.2679738562091503
M12697,M,0.001,306,3.2679738562091503
M12698,M,0.001,306,3.2679738562091503
M12699,M,0.001,306,3.2679738562091503
M12700,M,0.001,306,3.2679738562091503
M12701,M,0.001,306,3.2679738562091503
M12702,M,0.001,306,3.2679738562091503
M12703,M,0.001,306,3.2679738562091503
M12704,M,0.001,306,3.2679738562091503
M12705,M,0.001,306,3.2679738562091503
M12706,M,0.001,306,3.2679738562091503
M12707,M,0.001,282,3.5460992907801416
M12708,M,0.001,126,7.936507936507937
M12709,M,0.001,282,3.5460992907801416
M12710,M,0.001,282,3.5460992907801416
M12711,M,0.001,282,3.5460992907801416
M12712,M,0.001,126,7.936507936507937
M12713,M,0.001,306,3.2679738562091503
M12714,M,0.001,282,3.5460992907801416
M12715,M,0.001,282,3.5460992907801416
M12716,M,0.001,306,3.2679738562091503
M12717,M,0.001,306,3.2679738562091503
M12718,M,0.001,306,3.2679738562091503
M12719,M,0.001,306,3.2679738562091503
M12720,M,0.001,306,3.2679738562091503
M12721,M,0.001,102,9.80392156862745
M12722,M,0.001,306,3.2679738562091503
M12723,M,0.001,306,3.2679738562091503
M12724,M,0.001,306,3.2679738562091503
M12725,M,0.001,306,3.2679738562091503
M12726,M,0.001,306,3.2679738562091503
M12727,M,0.001,306,3.2679738562091503
M12728,M,0.001,306,3.2679738562091503
M12729,M,0.001,306,3.2679738562091503
M12730,M,0.001,306,3.2679738562091503
M12731,M,0.001,306,3.2679738562091503
M12732,M,0.001,306,3.2679738562091503
M12733,M,0.001,306,3.2679738562091503
M12734,M,0.001,306,3.2679738562091503
M12735,M,0.001,150,6.666666666666667
M12736,M,0.001,150,6.666666666666667
M12737,M,0.001,150,6.666666666666667
M12738,M,0.001,114,8.771929824561402
M12739,M,0.001,150,6.666666666666667
M12740,M,0.001,150,6.666666666666667
M12741,M,0.001,150,6.666666666666667
M12742,M,0.001,150,6.666666666666667
M12743,M,0.001,282,3.5460992907801416
M12744,M,0.001,282,3.5460992907801416
M12745,M,0.001,78,12.820512820512821
M12746,M,0.001,78,12.820512820512821
M12747,M,0.001,78,12.820512820512821
M12748,M,0.001,282,3.5460992907801416
M12749,M,0.001,306,3.2679738562091503
M12750,M,0.001,306,3.2679738562091503
M12751,M,0.001,306,3.2679738562091503
M12752,M,0.001,306,3.2679738562091503
M12753,M,0.001,306,3.2679738562091503
M12754,M,0.001,306,3.2679738562091503
M12755,M,0.001,306,3.2679738562091503
M12756,M,0.001,306,3.2679738562091503
M12757,M,0.001,306,3.2679738562091503
M12758,M,0.001,306,3.2679738562091503
M12759,M,0.001,306,3.2679738562091503
M12760,M,0.001,306,3.2679738562091503
M12761,M,0.001,306,3.2679738562091503
M12762,M,0.001,102,9.80392156862745
M12763,M,0.001,306,3.2679738562091503
M12764,M,0.001,306,3.2679738562091503
M12765,M,0.001,306,3.2679738562091503
M12766,M,0.001,306,3.2679738562091503
M12767,M,0.001,306,3.2679738562091503
M12768,M,0.001,306,3.2679738562091503
M12769,M,0.001,306,3.2679738562091503
M12770,M,0.001,306,3.2679738562091503
M12771,M,0.001,306,3.2679738562091503
M12772,M,0.001,306,3.2679738562091503
M12773,M,0.001,306,3.2679738562091503
M12774,M,0.001,306,3.2679738562091503
M12775,M,0.001,306,3.2679738562091503
M12776,M,0.001,306,3.2679738562091503
M12777,M,0.001,306,3.2679738562091503
M12778,M,0.001,306,3.2679738562091503
M12779,M,0.001,306,3.2679738562091503
M12780,M,0.001,306,3.2679738562091503
M12781,M,0.001,306,3.2679738562091503
M12782,M,0.001,306,3.2679738562091503
M12783,M,0.001,306,3.2679738562091503
M12784,M,0.001,306,3.2679738562091503
M12785,M,0.001,306,3.2679738562091503
M12786,M,0.001,306,3.2679738562091503
M12787,M,0.001,306,3.2679738562091503
M12788,M,0.001,306,3.2679738562091503
M12789,M,0.001,306,3.2679738562091503
M12790,M,0.001,306,3.2679738562091503
M12791,M,0.001,306,3.2679738562091503
M12792,M,0.001,102,9.80392156862745
M12793,M,0.001,102,9.80392156862745
M12794,M,0.001,102,9.80392156862745
M12795,M,0.001,306,3.2679738562091503
M12796,M,0.001,306,3.2679738562091503
M12797,M,0.001,306,3.2679738562091503
M12798,M,0.001,306,3.2679738562091503
M12799,M,0.001,306,3.2679738562091503
M12800,M,0.001,306,3.2679738562091503
M12801,M,0.001,306,3.2679738562091503
M12802,M,0.001,102,9.80392156862745
M12803,M,0.001,102,9.80392156862745
M12804,M,0.001,306,3.2679738562091503
M12805,M,0.001,306,3.2679738562091503
M12806,M,0.001,306,3.2679738562091503
M12807,M,0.001,306,3.2679738562091503
M12808,M,0.001,306,3.2679738562091503
M12809,M,0.001,306,3.2679738562091503
M12810,M,0.001,306,3.2679738562091503
M12811,M,0.001,306,3.2679738562091503
M12812,M,0.001,102,9.80392156862745
M12813,M,0.001,102,9.80392156862745
M12814,M,0.001,102,9.80392156862745
M12815,M,0.001,102,9.80392156862745
M12816,M,0.001,102,9.80392156862745
M12817,M,0.001,306,3.2679738562091503
M12818,M,0.001,102,9.80392156862745
M12819,M,0.001,102,9.80392156862745
M12820,M,0.001,102,9.80392156862745
M12821,M,0.001,102,9.80392156862745
M12822,M,0.001,102,9.80392156862745
M12823,M,0.001,306,3.2679738562091503
M12824,M,0.001,102,9.80392156862745
M12825,M,0.001,102,9.80392156862745
M12826,M,0.001,102,9.80392156862745
M12827,M,0.001,306,3.2679738562091503
M12828,M,0.001,102,9.80392156862745
M12829,M,0.001,102,9.80392156862745
M12830,M,0.001,102,9.80392156862745
M12831,M,0.001,102,9.80392156862745
M12832,M,0.001,102,9.80392156862745
M12833,M,0.001,306,3.2679738562091503
M12834,M,0.001,306,3.2679738562091503
M12835,M,0.001,162,6.172839506172839
M12836,M,0.001,306,3.2679738562091503
M12837,M,0.001,306,3.2679738562091503
M12838,M,0.001,306,3.2679738562091503
M12839,M,0.001,306,3.2679738562091503
M12840,M,0.001,306,3.2679738562091503
M12841,M,0.001,306,3.2679738562091503
M12842,M,0.001,306,3.2679738562091503
M12843,M,0.001,306,3.2679738562091503
M12844,M,0.001,102,9.80392156862745
M12845,M,0.001,102,9.80392156862745
M12846,M,0.001,102,9.80392156862745
M12847,M,0.001,102,9.80392156862745
M12848,M,0.001,102,9.80392156862745
M12849,M,0.001,102,9.80392156862745
M12850,M,0.001,306,3.2679738562091503
M12851,M,0.001,102,9.80392156862745
M12852,M,0.001,102,9.80392156862745
M12853,M,0.001,102,9.80392156862745
M12854,M,0.001,102,9.80392156862745
M12855,M,0.001,306,3.2679738562091503
M12856,M,0.001,102,9.80392156862745
M12857,M,0.001,102,9.80392156862745
M12858,M,0.001,102,9.80392156862745
M12859,M,0.001,102,9.80392156862745
M12860,M,0.001,306,3.2679738562091503
M12861,M,0.001,102,9.80392156862745
M12862,M,0.001,102,9.80392156862745
M12863,M,0.001,102,9.80392156862745
M12864,M,0.001,102,9.80392156862745
M12865,M,0.001,306,3.2679738562091503
M12866,M,0.001,306,3.2679738562091503
M12867,M,0.001,102,9.80392156862745
M12868,M,0.001,102,9.80392156862745
M12869,M,0.001,102,9.80392156862745
M12870,M,0.001,174,5.747126436781609
M12871,M,0.001,174,5.747126436781609
M12872,M,0.001,174,5.747126436781609
M12873,M,0.001,174,5.747126436781609
M12874,M,0.001,306,3.2679738562091503
M12875,M,0.001,306,3.2679738562091503
M12876,M,0.001,174,5.747126436781609
M12877,M,0.001,174,5.747126436781609
M12878,M,0.001,306,3.2679738562091503
M12879,M,0.001,306,3.2679738562091503
M12880,M,0.001,306,3.2679738562091503
M12881,M,0.001,306,3.2679738562091503
M12882,M,0.001,306,3.2679738562091503
M12883,M,0.001,174,5.747126436781609
M12884,M,0.001,174,5.747126436781609
M12885,M,0.001,306,3.2679738562091503
M12886,M,0.001,306,3.2679738562091503
M12887,M,0.001,306,3.2679738562091503
M12888,M,0.001,306,3.2679738562091503
M12889,M,0.001,174,5.747126436781609
M12890,M,0.001,306,3.2679738562091503
M12891,M,0.001,306,3.2679738562091503
M12892,M,0.001,306,3.2679738562091503
M12893,M,0.001,306,3.2679738562091503
M12894,M,0.001,306,3.2679738562091503
M12895,M,0.001,174,5.747126436781609
M12896,M,0.001,174,5.747126436781609
M12897,M,0.001,174,5.747126436781609
M12898,M,0.001,174,5.747126436781609
M12899,M,0.001,306,3.2679738562091503
M12900,M,0.001,306,3.2679738562091503
M12901,M,0.001,306,3.2679738562091503
M12902,M,0.001,306,3.2679738562091503
M12903,M,0.001,306,3.2679738562091503
M12904,M,0.001,306,3.2679738562091503
M12905,M,0.001,306,3.2679738562091503
M12906,M,0.001,306,3.2679738562091503
M12907,M,0.001,306,3.2679738562091503
M12908,M,0.001,306,3.2679738562091503
M12909,M,0.001,102,9.80392156862745
M12910,M,0.001,102,9.80392156862745
M12911,M,0.001,102,9.80392156862745
M12912,M,0.001,102,9.80392156862745
M12913,M,0.001,306,3.2679738562091503
M12914,M,0.001,102,9.80392156862745
M12915,M,0.001,102,9.80392156862745
M12916,M,0.001,102,9.80392156862745
M12917,M,0.001,102,9.80392156862745
M12918,M,0.001,306,3.2679738562091503
M12919,M,0.001,306,3.2679738562091503
M12920,M,0.001,306,3.2679738562091503
M12921,M,0.001,306,3.2679738562091503
M12922,M,0.001,306,3.2679738562091503
M12923,M,0.001,306,3.2679738562091503
M12924,M,0.001,306,3.2679738562091503
M12925,M,0.001,306,3.2679738562091503
M12926,M,0.001,306,3.2679738562091503
M12927,M,0.001,102,9.80392156862745
M12928,M,0.001,306,3.2679738562091503
M12929,M,0.001,306,3.2679738562091503
M12930,M,0.001,306,3.2679738562091503
M12931,M,0.001,306,3.2679738562091503
M12932,M,0.001,306,3.2679738562091503
M12933,M,0.001,306,3.2679738562091503
M12934,M,0.001,306,3.2679738562091503
M12935,M,0.001,306,3.2679738562091503
M12936,M,0.001,306,3.2679738562091503
M12937,M,0.001,306,3.2679738562091503
M12938,M,0.001,306,3.2679738562091503
M12939,M,0.001,306,3.2679738562091503
M12940,M,0.001,306,3.2679738562091503
M12941,M,0.001,306,3.2679738562091503
M12942,M,0.001,306,3.2679738562091503
M12943,M,0.001,306,3.2679738562091503
M12944,M,0.001,306,3.2679738562091503
M12945,M,0.001,306,3.2679738562091503
M12946,M,0.001,306,3.2679738562091503
M12947,M,0.001,306,3.2679738562091503
M12948,M,0.001,306,3.2679738562091503
M12949,M,0.001,306,3.2679738562091503
M12950,M,0.001,102,9.80392156862745
M12951,M,0.001,102,9.80392156862745
M12952,M,0.001,102,9.80392156862745
M12953,M,0.001,306,3.2679738562091503
M12954,M,0.001,306,3.2679738562091503
M12955,M,0.001,306,3.2679738562091503
M12956,M,0.001,306,3.2679738562091503
M12957,M,0.001,306,3.2679738562091503
M12958,M,0.001,306,3.2679738562091503
M12959,M,0.001,306,3.2679738562091503
M12960,M,0.001,306,3.2679738562091503
M12961,M,0.001,306,3.2679738562091503
M12962,M,0.001,306,3.2679738562091503
M12963,M,0.001,306,3.2679738562091503
M12964,M,0.001,306,3.2679738562091503
M12965,M,0.001,306,3.2679738562091503
M12966,M,0.001,306,3.2679738562091503
M12967,M,0.001,306,3.2679738562091503
M12968,M,0.001,306,3.2679738562091503
M12969,M,0.001,306,3.2679738562091503
M12970,M,0.001,102,9.80392156862745
M12971,M,0.001,102,9.80392156862745
M12972,M,0.001,102,9.80392156862745
M12973,M,0.001,306,3.2679738562091503
M12974,M,0.001,306,3.2679738562091503
M12975,M,0.001,306,3.2679738562091503
M12976,M,0.001,306,3.2679738562091503
M12977,M,0.001,306,3.2679738562091503
M12978,M,0.001,306,3.2679738562091503
M12979,M,0.001,306,3.2679738562091503
M12980,M,0.001,306,3.2679738562091503
M12981,M,0.001,306,3.2679738562091503
M12982,M,0.001,306,3.2679738562091503
M12983,M,0.001,306,3.2679738562091503
M12984,M,0.001,306,3.2679738562091503
M12985,M,0.001,306,3.2679738562091503
M12986,M,0.001,306,3.2679738562091503
M12987,M,0.001,306,3.2679738562091503
M12988,M,0.001,306,3.2679738562091503
M12989,M,0.001,306,3.2679738562091503
M12990,M,0.001,306,3.2679738562091503
M12991,M,0.001,306,3.2679738562091503
M12992,M,0.001,306,3.2679738562091503
M12993,M,0.001,306,3.2679738562091503
M12994,M,0.001,306,3.2679738562091503
M12995,M,0.001,102,9.80392156862745
M12996,M,0.001,306,3.2679738562091503
M12997,M,0.001,306,3.2679738562091503
M12998,M,0.001,306,3.2679738562091503
M12999,M,0.001,306,3.2679738562091503
M13000,M,0.001,306,3.2679738562091503
M13001,M,0.001,306,3.2679738562091503
M13002,M,0.001,306,3.2679738562091503
M13003,M,0.001,306,3.2679738562091503
M13004,M,0.001,306,3.2679738562091503
M13005,M,0.001,306,3.2679738562091503
M13006,M,0.001,306,3.2679738562091503
M13007,M,0.001,306,3.2679738562091503
M13008,M,0.001,102,9.80392156862745
M13009,M,0.001,102,9.80392156862745
M13010,M,0.001,102,9.80392156862745
M13011,M,0.001,306,3.2679738562091503
M13012,M,0.001,126,7.936507936507937
M13013,M,0.001,306,3.2679738562091503
M13014,M,0.001,306,3.2679738562091503
M13015,M,0.001,306,3.2679738562091503
M13016,M,0.001,306,3.2679738562091503
M13017,M,0.001,306,3.2679738562091503
M13018,M,0.001,306,3.2679738562091503
M13019,M,0.001,306,3.2679738562091503
M13020,M,0.001,306,3.2679738562091503
M13021,M,0.001,306,3.2679738562091503
M13022,M,0.001,306,3.2679738562091503
M13023,M,0.001,306,3.2679738562091503
M13024,M,0.001,306,3.2679738562091503
M13025,M,0.001,306,3.2679738562091503
M13026,M,0.001,306,3.2679738562091503
M13027,M,0.001,306,3.2679738562091503
M13028,M,0.001,306,3.2679738562091503
M13029,M,0.001,306,3.2679738562091503
M13030,M,0.001,306,3.2679738562091503
M13031,M,0.001,306,3.2679738562091503
M13032,M,0.001,306,3.2679738562091503
M13033,M,0.001,102,9.80392156862745
M13034,M,0.001,102,9.80392156862745
M13035,M,0.001,102,9.80392156862745
M13036,M,0.001,306,3.2679738562091503
M13037,M,0.001,306,3.2679738562091503
